395,BUS498,47,NNh,TBA
396,BUS498,48,Rby,TBA
397,BUS498,49,RMB,TBA
398,BUS498,50,Rkb,TBA
399,BUS498,51,Sbk,TBA
400,BUS498,52,Sbr,TBA
401,BUS498,53,SgS,TBA
402,BUS498,54,SnT,TBA
403,BUS498,55,Sys,TBA
404,BUS498,56,TsA,TBA
405,BUS498,57,RNH,TBA
406,BUS498,58,Tks,TBA
407,BUS498,59,Slh,TBA
408,BUS498,60,AMj,TBA
409,BUS498,61,JnA,TBA
410,BUS498,62,ShL,TBA
411,BUS498,63,UTH,TBA
412,BUS498,64,MSI2,TBA
413,BUS498,65,SAA2,TBA
414,BUS498,66,MHM,TBA
415,BUS498,67,ShH,TBA
416,BUS498,68,AIK,TBA
417,BUS498,69,NEH,TBA
418,BUS498,70,TRT,TBA
419,BUS498,71,TuA,TBA
420,BUS498,72,Sqi,TBA
421,BUS498,73,Afd,TBA
422,BUS498,74,Ayn,TBA
423,BUS498,75,NwA,TBA
424,BUS498,76,KSU,TBA
425,BUS498,77,TkN,TBA
426,BUS498,78,Ift,TBA
427,BUS498,79,KNI,TBA
428,BUS498,80,MfW,TBA
429,BUS498,81,IsL,TBA
430,BUS498,82,JMS,TBA
431,BUS498,83,AbU,TBA
432,BUS498,84,MjL,TBA
433,BUS498,85,RSj,TBA
434,BUS498,86,Sqt,TBA
435,BUS498,87,Mli,TBA
436,BUS498,88,Mof,TBA
437,BUS498,89,Nfs,TBA
438,BUS498,90,KMS2,TBA
439,BUS498,91,YUB,TBA
440,BUS498,92,NLi,TBA
441,BUS498,93,MBR1,TBA
442,BUS498,94,RSh3,TBA
443,BUS498,95,SMS1,TBA
444,BUS498,96,TBA,TBA
445,bUS498,97,TBA,TBA
446,BUS500/EMB500,1,Awd,T 07:00 PM - 10:10 PM
447,BUS500/EMB500,2,Awd,R 07:00 PM - 10:10 PM
448,BUS500/EMB500,3,IAD,A 03:00 PM - 06:30 PM
449,BUS501,1,Mot,W 07:00 PM - 10:10 PM
450,BUS501,2,StG,S 03:00 PM - 06:30 PM
451,BUS501,3,StG,F 09:00 AM - 12:30 PM
452,BUS501,4,SdI,A 07:00 PM - 10:10 PM
453,BUS501,5,Frs,M 07:00 PM - 10:10 PM
454,BUS505,1,FHW,M 07:00 PM - 10:10 PM
455,BUS505,2,FHW,F 07:00 PM - 10:10 PM
456,BUS505,3,Bhy,T 07:00 PM - 10:10 PM
457,BUS511,1,Amj,M 07:00 PM - 10:10 PM
458,BUS511,2,Rma,W 03:00 PM - 06:30 PM
459,BUS511,3,KZn,S 07:00 PM - 10:10 PM
460,BUS511,4,KZn,T 07:00 PM - 10:10 PM
461,BUS516,1,UTH,S 07:00 PM - 10:10 PM
462,BUS516,2,SAA2,M 03:00 PM - 06:30 PM
463,BUS516,3,SAA2,W 07:00 PM - 10:10 PM
464,BUS518,1,NMA,W 07:00 PM - 10:10 PM
465,BUS518,2,Dr. Rizwan,S 07:00 PM - 10:10 PM
466,BUS518,3,Zmn,T 07:00 PM - 10:10 PM
467,BUS518,4,MNB2,M 07:00 PM - 10:10 PM
468,BUS520,1,MdS,A 07:00 PM - 10:10 PM
469,BUS520,2,Shl,M 03:00 PM - 06:30 PM
470,BUS520,3,ULM,W 03:00 PM - 06:30 PM
471,BUS520,4,AAK,R 07:00 PM - 10:10 PM
472,BUS520,5,Tfq,T 07:00 PM - 10:10 PM
473,BUS525,1,Tmr,T 07:00 PM - 10:10 PM
474,BUS525,2,Tmr,W 07:00 PM - 10:10 PM
475,BUS525,3,StG,S 07:00 PM - 10:10 PM
476,BUS525,4,Cancelled,M 07:00 PM - 10:10 PM
477,BUS525,5,KMZ2,M 07:00 PM - 10:10 PM
478,BUS525,6,KMZ2,T 07:00 PM - 10:10 PM
479,BUS530,1,Cancelled,S 07:00 PM - 10:10 PM
480,BUS530,2,AAR,A 03:00 PM - 06:30 PM
481,BUS530,3,Tmr,M 07:00 PM - 10:10 PM
482,BUS530,4,AKP,M 07:00 PM - 10:10 PM
483,BUS530,5,AMI,R 07:00 PM - 10:10 PM
484,BUS530,6,Kdm,A 03:00 PM - 06:30 PM
485,BUS530,7,Zas,W 07:00 PM - 10:10 PM
486,BUS601,1,KsM,W 03:00 PM - 06:30 PM
487,BUS601,2,AAK,R 03:00 PM - 06:30 PM
488,BUS601,3,Tfq,S 07:00 PM - 10:10 PM
489,BUS601,4,Ksm,W 07:00 PM - 10:10 PM
490,BUS601,5,NAM3,F 09:00 AM - 12:30 PM
491,BUS601,6,NAM3,A 07:00 PM - 10:10 PM
